,Acculynk (Acquired by First Data),Aeris Secure,Axiado,AllClear ID,Cybereason,Accolade Technology,BeyondTrust,Advanced Technology Group (ATG-NYC),Darktrace,DeepView,CyberMDX,Active Navigation,CNS – Cyber Security Specialists,AVG (Acquired by Avast),A-LIGN,ADF Solutions,Awareness Technologies,Avatier,AvePoint,Avow Security,Balabit (Acquired by One Identity),CYFOR Secure,Allure Security Technology,Encedo,"AvTek Solutions, Inc.",Cybersift,Banyan Security,"Alchemy Security, LLC",Auconet,Beyond Identity,DataGlobal,context information (Acquired by Babcock),Binary Defense,Device Authority,CybeReady,Envelop Risk Analytics,baffle,Allegro Software,Adobe,Egress,Axonius,AlertLogic,Barricade IT Security,Actifile Ltd.,Barracuda,Altitude Networks,CNS,ABD Technology Inc,CyberSmart,ECSC,DigitalXRAID Ltd,AuthenWare,Balbix,Bitdefender,Aligned Technology Solutions,Auth0,Aura,Bitglass,Abira Security,4A Security & Compliance,AaDya Security,ACI Solutions,Biscom,Comtact Ltd.,Data Shepherd,Crypta Labs,CSL DualCom,6Wind,Avanan,Agio,Cypaw,1Kosmos – BlockID,Alt-N Technologies (Acquired by BlackBerry),Absolute,360 Cyber Secure,crossword,Cossack Labs,Cyanre,CyNation,Attivo Networks,Accellion,Cyberfit,ActZero.ai,CYSIAM,e2e-assure ltd,ENTERSEKT,Aware,BinarySec,Axio Global,Beachhead Security,Accurics,Abnormal Security,Allgress,Active Cypher,Accertify,CyberX,Axiad IDS,CybSafe,AUTHEN2CATE,Awake Security,Deep Secure,Beyond Security,Axis Security,Avaria Networks,AlienVault – AT&T,Automox,Codified Security,Akamai Technologies,AIS,Comis,Authoriti Network,Axway,14 Nine,ECS Consulting,Agari,CYREN,Alert Cyber,Agile1,CNS Group,Algosec,Bastille,CyberOwl,Encode UK Limited,Cybertonica Ltd.,Allot Communications,bettercloud,exonar,"CyberArk Software, Inc.",Acalvio Technologies,AfGlobe Communications – ACI Solutions,Bayshore,"Advanced Network Systems, Inc.","BIO-key International, Inc.",AHA Products Group,A10 Networks,CyberQ Group,Axiom Cyber Solutions,Authentic8,Clearswift (Acquired by RUAG),AuthLite,AccessData Group,Cyberseer,Bandura,Elemendar,Corax Cyber Security,eXate,Abacode Cybersecurity & Compliance,"BARR Advisory, P.A.",SCORE
Commugen,85.7,77.12,92.38,100.0,87.03,100.0,93.27,77.12,82.32,82.79,85.76,87.34,77.12,77.86,77.12,77.51,77.51,91.17,87.34,77.12,89.71,77.12,77.51,86.3,77.12,79.75,79.75,77.12,77.51,90.73,86.3,77.51,77.12,91.28,77.12,77.12,86.3,86.3,86.3,100.0,82.32,89.42,77.12,86.43,91.16,80.09,85.76,77.12,85.7,77.12,77.12,90.76,85.76,85.51,77.12,90.73,84.05,82.36,77.12,77.12,85.51,100.0,86.3,77.12,87.46,81.6,79.75,79.75,85.96,77.12,77.51,90.73,79.75,81.6,77.12,85.7,86.3,86.47,79.75,79.28,87.34,77.12,82.31,77.12,77.12,90.76,86.3,100.0,85.7,81.6,80.79,79.75,82.79,70.07,77.51,82.32,90.73,77.12,100.0,79.28,86.87,85.01,89.39,77.12,77.51,84.46,77.51,93.1,77.12,77.12,100.0,91.53,77.12,77.12,79.75,85.83,77.12,77.12,77.12,77.12,79.75,100.0,82.32,100.0,77.86,86.11,100.0,91.53,77.51,82.32,85.7,77.12,90.73,86.3,83.75,77.12,77.12,79.75,91.88,90.73,77.51,77.12,82.32,77.51,82.79,80.79,77.12,77.12,5.678571428571429
apiiro,81.95,75.61,92.56,100.0,83.57,100.0,92.21,75.61,75.81,77.53,80.4,86.72,75.61,74.83,75.61,70.9,70.9,90.58,86.72,75.61,85.62,75.61,70.9,86.54,75.61,74.68,74.68,75.61,70.9,90.86,86.54,70.9,75.61,91.18,75.61,75.61,86.54,86.54,86.54,100.0,75.81,86.24,75.61,86.75,92.87,74.45,80.4,75.61,81.95,75.61,75.61,86.47,80.4,82.89,75.61,90.86,79.61,76.67,75.61,75.61,82.89,100.0,86.54,75.61,86.28,83.24,74.68,74.68,82.53,75.61,70.9,90.86,74.68,83.24,75.61,81.95,86.54,83.05,74.68,73.86,86.72,75.61,80.54,75.61,75.61,86.47,86.54,100.0,81.95,83.24,74.05,74.68,77.53,68.4,70.9,75.81,90.86,75.61,100.0,73.86,82.62,81.9,88.82,75.61,70.9,81.43,70.9,93.13,75.61,75.61,100.0,89.11,75.61,75.61,74.68,80.09,75.61,75.61,75.61,75.61,74.68,100.0,75.81,100.0,74.83,82.26,100.0,89.11,70.9,75.81,81.95,75.61,90.86,86.54,79.9,75.61,75.61,74.68,89.61,90.86,70.9,75.61,75.81,70.9,77.53,74.05,75.61,75.61,6.214285714285714
Mobilicom,80.02,64.08,86.71,100.0,87.68,100.0,88.48,64.08,81.78,76.28,81.34,79.29,64.08,82.26,64.08,74.91,74.91,80.66,79.29,64.08,84.64,64.08,74.91,83.56,64.08,81.19,81.19,64.08,74.91,83.15,83.56,74.91,64.08,89.35,64.08,64.08,83.56,83.56,83.56,100.0,81.78,84.24,64.08,80.86,89.44,73.6,81.34,64.08,80.02,64.08,64.08,87.4,81.34,82.14,64.08,83.15,79.18,80.26,64.08,64.08,82.14,100.0,83.56,64.08,87.97,82.4,81.19,81.19,83.9,64.08,74.91,83.15,81.19,82.4,64.08,80.02,83.56,80.6,81.19,78.8,79.29,64.08,75.6,64.08,64.08,87.4,83.56,100.0,80.02,82.4,76.76,81.19,76.28,72.49,74.91,81.78,83.15,64.08,100.0,78.8,86.09,80.95,85.16,64.08,74.91,83.7,74.91,89.06,64.08,64.08,100.0,84.86,64.08,64.08,81.19,85.47,64.08,64.08,64.08,64.08,81.19,100.0,81.78,100.0,82.26,75.27,100.0,84.86,74.91,81.78,80.02,64.08,83.15,83.56,85.03,64.08,64.08,81.19,86.48,83.15,74.91,64.08,81.78,74.91,76.28,76.76,64.08,64.08,5.392857142857144
RevenueStream,82.62,76.04,92.24,100.0,84.8,100.0,91.59,76.04,78.52,80.16,82.57,87.31,76.04,73.71,76.04,74.37,74.37,90.09,87.31,76.04,87.31,76.04,74.37,87.2,76.04,75.45,75.45,76.04,74.37,89.79,87.2,74.37,76.04,90.04,76.04,76.04,87.2,87.2,87.2,100.0,78.52,86.52,76.04,86.17,90.15,73.01,82.57,76.04,82.62,76.04,76.04,87.85,82.57,82.38,76.04,89.79,81.33,77.5,76.04,76.04,82.38,100.0,87.2,76.04,84.05,81.99,75.45,75.45,83.03,76.04,74.37,89.79,75.45,81.99,76.04,82.62,87.2,85.15,75.45,76.03,87.31,76.04,80.11,76.04,76.04,87.85,87.2,100.0,82.62,81.99,75.98,75.45,80.16,67.01,74.37,78.52,89.79,76.04,100.0,76.03,84.72,82.29,87.54,76.04,74.37,83.01,74.37,89.58,76.04,76.04,100.0,90.28,76.04,76.04,75.45,80.66,76.04,76.04,76.04,76.04,75.45,100.0,78.52,100.0,73.71,81.75,100.0,90.28,74.37,78.52,82.62,76.04,89.79,87.2,77.28,76.04,76.04,75.45,89.13,89.79,74.37,76.04,78.52,74.37,80.16,75.98,76.04,76.04,6.321428571428572
BitDam,78.68,70.43,89.9,100.0,85.54,100.0,90.19,70.43,78.35,78.58,80.71,84.14,70.43,74.04,70.43,74.95,74.95,85.43,84.14,70.43,86.09,70.43,74.95,86.53,70.43,73.53,73.53,70.43,74.95,86.29,86.53,74.95,70.43,88.55,70.43,70.43,86.53,86.53,86.53,100.0,78.35,85.05,70.43,84.47,89.38,75.77,80.71,70.43,78.68,70.43,70.43,86.36,80.71,79.94,70.43,86.29,80.72,80.55,70.43,70.43,79.94,100.0,86.53,70.43,85.81,83.46,73.53,73.53,85.54,70.43,74.95,86.29,73.53,83.46,70.43,78.68,86.53,83.78,73.53,77.89,84.14,70.43,77.92,70.43,70.43,86.36,86.53,100.0,78.68,83.46,77.94,73.53,78.58,69.43,74.95,78.35,86.29,70.43,100.0,77.89,84.56,83.1,86.11,70.43,74.95,84.5,74.95,89.39,70.43,70.43,100.0,88.16,70.43,70.43,73.53,82.66,70.43,70.43,70.43,70.43,73.53,100.0,78.35,100.0,74.04,80.02,100.0,88.16,74.95,78.35,78.68,70.43,86.29,86.53,79.64,70.43,70.43,73.53,88.65,86.29,74.95,70.43,78.35,74.95,78.58,77.94,70.43,70.43,4.821428571428573
Surance.io,88.41,83.23,91.5,100.0,90.24,100.0,94.06,83.23,84.18,87.24,89.05,91.87,83.23,79.75,83.23,80.69,80.69,91.57,91.87,83.23,90.08,83.23,80.69,88.93,83.23,79.15,79.15,83.23,80.69,87.15,88.93,80.69,83.23,91.02,83.23,83.23,88.93,88.93,88.93,100.0,84.18,90.66,83.23,92.18,88.73,78.86,89.05,83.23,88.41,83.23,83.23,90.59,89.05,89.59,83.23,87.15,89.5,85.5,83.23,83.23,89.59,100.0,88.93,83.23,88.48,86.28,79.15,79.15,89.23,83.23,80.69,87.15,79.15,86.28,83.23,88.41,88.93,90.86,79.15,83.89,91.87,83.23,88.68,83.23,83.23,90.59,88.93,100.0,88.41,86.28,82.61,79.15,87.24,75.31,80.69,84.18,87.15,83.23,100.0,83.89,89.09,85.09,89.0,83.23,80.69,88.96,80.69,89.73,83.23,83.23,100.0,93.56,83.23,83.23,79.15,87.82,83.23,83.23,83.23,83.23,79.15,100.0,84.18,100.0,79.75,88.92,100.0,93.56,80.69,84.18,88.41,83.23,87.15,88.93,83.91,83.23,83.23,79.15,92.82,87.15,80.69,83.23,84.18,80.69,87.24,82.61,83.23,83.23,2.565217391304348
SAM Seamless Network,78.23,64.18,88.66,100.0,85.47,100.0,88.54,64.18,76.6,72.85,77.47,80.03,64.18,82.42,64.18,70.05,70.05,82.22,80.03,64.18,82.68,64.18,70.05,84.79,64.18,78.07,78.07,64.18,70.05,85.54,84.79,70.05,64.18,91.21,64.18,64.18,84.79,84.79,84.79,100.0,76.6,81.7,64.18,83.36,90.35,75.29,77.47,64.18,78.23,64.18,64.18,84.89,77.47,82.28,64.18,85.54,77.19,78.75,64.18,64.18,82.28,100.0,84.79,64.18,90.23,86.38,78.07,78.07,83.41,64.18,70.05,85.54,78.07,86.38,64.18,78.23,84.79,78.31,78.07,76.0,80.03,64.18,77.57,64.18,64.18,84.89,84.79,100.0,78.23,86.38,73.47,78.07,72.85,76.27,70.05,76.6,85.54,64.18,100.0,76.0,82.46,78.25,88.27,64.18,70.05,82.25,70.05,91.92,64.18,64.18,100.0,83.97,64.18,64.18,78.07,83.14,64.18,64.18,64.18,64.18,78.07,100.0,76.6,100.0,82.42,76.23,100.0,83.97,70.05,76.6,78.23,64.18,85.54,84.79,86.65,64.18,64.18,78.07,85.4,85.54,70.05,64.18,76.6,70.05,72.85,73.47,64.18,64.18,7.500000000000001
ComSignTrust,80.27,72.43,92.12,100.0,83.17,100.0,90.27,72.43,76.28,78.18,79.77,86.99,72.43,72.89,72.43,73.39,73.39,87.09,86.99,72.43,85.67,72.43,73.39,89.81,72.43,74.52,74.52,72.43,73.39,87.52,89.81,73.39,72.43,88.83,72.43,72.43,89.81,89.81,89.81,100.0,76.28,85.25,72.43,85.88,92.07,77.19,79.77,72.43,80.27,72.43,72.43,85.47,79.77,80.17,72.43,87.52,79.4,77.3,72.43,72.43,80.17,100.0,89.81,72.43,84.52,84.23,74.52,74.52,83.07,72.43,73.39,87.52,74.52,84.23,72.43,80.27,89.81,83.63,74.52,75.1,86.99,72.43,79.38,72.43,72.43,85.47,89.81,100.0,80.27,84.23,75.77,74.52,78.18,69.91,73.39,76.28,87.52,72.43,100.0,75.1,83.03,83.37,87.14,72.43,73.39,82.47,73.39,90.08,72.43,72.43,100.0,88.45,72.43,72.43,74.52,79.23,72.43,72.43,72.43,72.43,74.52,100.0,76.28,100.0,72.89,81.91,100.0,88.45,73.39,76.28,80.27,72.43,87.52,89.81,77.54,72.43,72.43,74.52,88.55,87.52,73.39,72.43,76.28,73.39,78.18,75.77,72.43,72.43,5.82608695652174
Minerva Labs,79.79,69.73,88.72,100.0,87.73,100.0,91.09,69.73,79.81,78.63,81.59,82.29,69.73,80.88,69.73,75.37,75.37,85.16,82.29,69.73,86.38,69.73,75.37,83.89,69.73,76.01,76.01,69.73,75.37,86.34,83.89,75.37,69.73,90.47,69.73,69.73,83.89,83.89,83.89,100.0,79.81,85.58,69.73,85.64,88.77,73.11,81.59,69.73,79.79,69.73,69.73,87.35,81.59,83.93,69.73,86.34,82.93,82.44,69.73,69.73,83.93,100.0,83.89,69.73,87.38,85.88,76.01,76.01,85.95,69.73,75.37,86.34,76.01,85.88,69.73,79.79,83.89,82.84,76.01,81.28,82.29,69.73,81.41,69.73,69.73,87.35,83.89,100.0,79.79,85.88,77.12,76.01,78.63,77.19,75.37,79.81,86.34,69.73,100.0,81.28,84.68,83.05,89.18,69.73,75.37,86.01,75.37,91.09,69.73,69.73,100.0,87.5,69.73,69.73,76.01,85.22,69.73,69.73,69.73,69.73,76.01,100.0,79.81,100.0,80.88,78.22,100.0,87.5,75.37,79.81,79.79,69.73,86.34,83.89,83.78,69.73,69.73,76.01,87.73,86.34,75.37,69.73,79.81,75.37,78.63,77.12,69.73,69.73,7.464285714285714
GamaSec,69.96,59.49,83.52,100.0,76.68,100.0,81.72,59.49,67.66,66.24,69.29,75.5,59.49,70.61,59.49,63.13,63.13,76.5,75.5,59.49,75.72,59.49,63.13,80.92,59.49,68.05,68.05,59.49,63.13,79.75,80.92,63.13,59.49,83.3,59.49,59.49,80.92,80.92,80.92,100.0,67.66,74.88,59.49,77.27,85.29,73.97,69.29,59.49,69.96,59.49,59.49,76.65,69.29,72.62,59.49,79.75,69.38,72.21,59.49,59.49,72.62,100.0,80.92,59.49,83.57,80.06,68.05,68.05,77.79,59.49,63.13,79.75,68.05,80.06,59.49,69.96,80.92,72.45,68.05,67.44,75.5,59.49,69.96,59.49,59.49,76.65,80.92,100.0,69.96,80.06,68.47,68.05,66.24,66.86,63.13,67.66,79.75,59.49,100.0,67.44,74.71,73.17,80.63,59.49,63.13,75.03,63.13,85.95,59.49,59.49,100.0,77.89,59.49,59.49,68.05,74.76,59.49,59.49,59.49,59.49,68.05,100.0,67.66,100.0,70.61,72.87,100.0,77.89,63.13,67.66,69.96,59.49,79.75,80.92,78.2,59.49,59.49,68.05,80.2,79.75,63.13,59.49,67.66,63.13,66.24,68.47,59.49,59.49,5.82608695652174
ThetaRay,84.54,81.09,89.85,100.0,87.09,100.0,92.25,81.09,79.96,83.75,85.22,89.37,81.09,76.16,81.09,76.87,76.87,90.11,89.37,81.09,87.3,81.09,76.87,86.39,81.09,74.41,74.41,81.09,76.87,86.31,86.39,76.87,81.09,89.12,81.09,81.09,86.39,86.39,86.39,100.0,79.96,87.99,81.09,90.2,87.41,76.33,85.22,81.09,84.54,81.09,81.09,87.44,85.22,86.32,81.09,86.31,86.38,82.8,81.09,81.09,86.32,100.0,86.39,81.09,86.47,84.7,74.41,74.41,87.01,81.09,76.87,86.31,74.41,84.7,81.09,84.54,86.39,87.88,74.41,80.59,89.37,81.09,86.07,81.09,81.09,87.44,86.39,100.0,84.54,84.7,79.47,74.41,83.75,72.72,76.87,79.96,86.31,81.09,100.0,80.59,85.55,83.02,87.41,81.09,76.87,86.29,76.87,88.93,81.09,81.09,100.0,91.14,81.09,81.09,74.41,84.59,81.09,81.09,81.09,81.09,74.41,100.0,79.96,100.0,76.16,86.37,100.0,91.14,76.87,79.96,84.54,81.09,86.31,86.39,81.21,81.09,81.09,74.41,90.75,86.31,76.87,81.09,79.96,76.87,83.75,79.47,81.09,81.09,7.464285714285714
Secunity.io,80.62,66.53,90.55,100.0,86.46,100.0,89.94,66.53,80.3,77.14,80.98,82.48,66.53,80.07,66.53,74.89,74.89,84.18,82.48,66.53,86.38,66.53,74.89,87.04,66.53,80.13,80.13,66.53,74.89,87.01,87.04,74.89,66.53,90.72,66.53,66.53,87.04,87.04,87.04,100.0,80.3,84.94,66.53,83.06,91.41,76.45,80.98,66.53,80.62,66.53,66.53,87.95,80.98,81.91,66.53,87.01,79.43,79.67,66.53,66.53,81.91,100.0,87.04,66.53,87.51,84.11,80.13,80.13,83.99,66.53,74.89,87.01,80.13,84.11,66.53,80.62,87.04,81.84,80.13,77.97,82.48,66.53,77.47,66.53,66.53,87.95,87.04,100.0,80.62,84.11,76.89,80.13,77.14,73.26,74.89,80.3,87.01,66.53,100.0,77.97,85.41,82.5,88.1,66.53,74.89,83.66,74.89,91.1,66.53,66.53,100.0,86.99,66.53,66.53,80.13,83.68,66.53,66.53,66.53,66.53,80.13,100.0,80.3,100.0,80.07,78.17,100.0,86.99,74.89,80.3,80.62,66.53,87.01,87.04,83.37,66.53,66.53,80.13,87.51,87.01,74.89,66.53,80.3,74.89,77.14,76.89,66.53,66.53,1.3478260869565215
CardLatch,80.48,71.2,83.58,100.0,77.8,100.0,82.4,71.2,78.84,80.61,81.31,81.95,71.2,66.66,71.2,77.42,77.42,81.15,81.95,71.2,84.33,71.2,77.42,82.0,71.2,75.93,75.93,71.2,77.42,79.0,82.0,77.42,71.2,78.27,71.2,71.2,82.0,82.0,82.0,100.0,78.84,82.85,71.2,76.51,80.27,76.87,81.31,71.2,80.48,71.2,71.2,83.8,81.31,75.65,71.2,79.0,78.3,74.85,71.2,71.2,75.65,100.0,82.0,71.2,72.7,70.02,75.93,75.93,76.65,71.2,77.42,79.0,75.93,70.02,71.2,80.48,82.0,81.93,75.93,74.17,81.95,71.2,74.66,71.2,71.2,83.8,82.0,100.0,80.48,70.02,77.67,75.93,80.61,62.06,77.42,78.84,79.0,71.2,100.0,74.17,80.91,80.98,78.24,71.2,77.42,76.86,77.42,78.49,71.2,71.2,100.0,84.5,71.2,71.2,75.93,76.51,71.2,71.2,71.2,71.2,75.93,100.0,78.84,100.0,66.66,81.04,100.0,84.5,77.42,78.84,80.48,71.2,79.0,82.0,69.78,71.2,71.2,75.93,82.84,79.0,77.42,71.2,78.84,77.42,80.61,77.67,71.2,71.2,1.956521739130435
Coronet,83.56,72.27,91.87,100.0,89.3,100.0,93.09,72.27,81.45,79.96,83.61,85.69,72.27,83.56,72.27,75.97,75.97,87.81,85.69,72.27,87.86,72.27,75.97,87.67,72.27,80.24,80.24,72.27,75.97,88.78,87.67,75.97,72.27,93.42,72.27,72.27,87.67,87.67,87.67,100.0,81.45,87.44,72.27,88.18,92.3,80.29,83.61,72.27,83.56,72.27,72.27,89.41,83.61,86.82,72.27,88.78,83.75,84.29,72.27,72.27,86.82,100.0,87.67,72.27,92.32,88.07,80.24,80.24,88.24,72.27,75.97,88.78,80.24,88.07,72.27,83.56,87.67,84.63,80.24,81.19,85.69,72.27,83.43,72.27,72.27,89.41,87.67,100.0,83.56,88.07,79.67,80.24,79.96,78.14,75.97,81.45,88.78,72.27,100.0,81.19,86.79,83.64,91.22,72.27,75.97,86.77,75.97,94.69,72.27,72.27,100.0,89.58,72.27,72.27,80.24,87.8,72.27,72.27,72.27,72.27,80.24,100.0,81.45,100.0,83.56,83.46,100.0,89.58,75.97,81.45,83.56,72.27,88.78,87.67,88.97,72.27,72.27,80.24,90.81,88.78,75.97,72.27,81.45,75.97,79.96,79.67,72.27,72.27,8.347826086956523
BIS Guard,69.7,53.76,83.27,100.0,78.81,100.0,82.51,53.76,71.17,65.55,70.17,72.02,53.76,74.13,53.76,65.03,65.03,74.27,72.02,53.76,77.11,53.76,65.03,79.82,53.76,72.47,72.47,53.76,65.03,80.19,79.82,65.03,53.76,84.46,53.76,53.76,79.82,79.82,79.82,100.0,71.17,76.5,53.76,73.78,88.45,65.67,70.17,53.76,69.7,53.76,53.76,79.16,70.17,72.14,53.76,80.19,68.54,70.13,53.76,53.76,72.14,100.0,79.82,53.76,81.09,78.74,72.47,72.47,75.47,53.76,65.03,80.19,72.47,78.74,53.76,69.7,79.82,71.35,72.47,69.03,72.02,53.76,66.43,53.76,53.76,79.16,79.82,100.0,69.7,78.74,66.53,72.47,65.55,66.78,65.03,71.17,80.19,53.76,100.0,69.03,77.09,76.07,80.9,53.76,65.03,75.67,65.03,86.0,53.76,53.76,100.0,77.23,53.76,53.76,72.47,74.73,53.76,53.76,53.76,53.76,72.47,100.0,71.17,100.0,74.13,65.23,100.0,77.23,65.03,71.17,69.7,53.76,80.19,79.82,75.99,53.76,53.76,72.47,79.28,80.19,65.03,53.76,71.17,65.03,65.55,66.53,53.76,53.76,5.82608695652174
Random Quantum,63.47,52.39,79.61,100.0,73.94,100.0,77.7,52.39,64.78,61.89,64.93,68.01,52.39,68.33,52.39,60.57,60.57,72.62,68.01,52.39,73.56,52.39,60.57,73.95,52.39,63.08,63.08,52.39,60.57,78.52,73.95,60.57,52.39,80.47,52.39,52.39,73.95,73.95,73.95,100.0,64.78,69.54,52.39,71.57,78.05,70.99,64.93,52.39,63.47,52.39,52.39,74.24,64.93,67.83,52.39,78.52,66.11,71.71,52.39,52.39,67.83,100.0,73.95,52.39,80.72,76.2,63.08,63.08,75.96,52.39,60.57,78.52,63.08,76.2,52.39,63.47,73.95,67.49,63.08,66.33,68.01,52.39,64.96,52.39,52.39,74.24,73.95,100.0,63.47,76.2,66.71,63.08,61.89,65.51,60.57,64.78,78.52,52.39,100.0,66.33,70.89,68.81,79.26,52.39,60.57,72.55,60.57,83.28,52.39,52.39,100.0,73.91,52.39,52.39,63.08,73.65,52.39,52.39,52.39,52.39,63.08,100.0,64.78,100.0,68.33,67.26,100.0,73.91,60.57,64.78,63.47,52.39,78.52,73.95,76.98,52.39,52.39,63.08,75.12,78.52,60.57,52.39,64.78,60.57,61.89,66.71,52.39,52.39,5.0
Cybint,86.4,79.59,92.81,100.0,88.61,100.0,94.23,79.59,83.58,85.52,87.48,89.39,79.59,77.85,79.59,80.11,80.11,91.99,89.39,79.59,91.15,79.59,80.11,87.75,79.59,78.83,78.83,79.59,80.11,90.32,87.75,80.11,79.59,91.27,79.59,79.59,87.75,87.75,87.75,100.0,83.58,90.59,79.59,88.85,90.28,75.88,87.48,79.59,86.4,79.59,79.59,91.44,87.48,86.67,79.59,90.32,87.08,82.91,79.59,79.59,86.67,100.0,87.75,79.59,85.34,83.63,78.83,78.83,86.64,79.59,80.11,90.32,78.83,83.63,79.59,86.4,87.75,89.0,78.83,82.28,89.39,79.59,85.09,79.59,79.59,91.44,87.75,100.0,86.4,83.63,80.89,78.83,85.52,72.6,80.11,83.58,90.32,79.59,100.0,82.28,88.15,86.66,90.1,79.59,80.11,87.15,80.11,91.0,79.59,79.59,100.0,93.23,79.59,79.59,78.83,85.53,79.59,79.59,79.59,79.59,78.83,100.0,83.58,100.0,77.85,85.28,100.0,93.23,80.11,83.58,86.4,79.59,90.32,87.75,80.56,79.59,79.59,78.83,91.85,90.32,80.11,79.59,83.58,80.11,85.52,80.89,79.59,79.59,7.464285714285714
torq,81.66,64.75,79.61,100.0,86.81,100.0,84.0,64.75,89.27,85.06,87.18,78.05,64.75,77.14,64.75,86.89,86.89,74.62,78.05,64.75,87.61,64.75,86.89,80.79,64.75,83.4,83.4,64.75,86.89,73.15,80.79,86.89,64.75,78.89,64.75,64.75,80.79,80.79,80.79,100.0,89.27,87.21,64.75,75.29,81.17,76.05,87.18,64.75,81.66,64.75,64.75,88.44,87.18,79.22,64.75,73.15,84.43,83.91,64.75,64.75,79.22,100.0,80.79,64.75,76.26,72.9,83.4,83.4,82.86,64.75,86.89,73.15,83.4,72.9,64.75,81.66,80.79,84.64,83.4,85.75,78.05,64.75,75.28,64.75,64.75,88.44,80.79,100.0,81.66,72.9,84.74,83.4,85.06,71.05,86.89,89.27,73.15,64.75,100.0,85.75,88.47,87.65,77.77,64.75,86.89,84.9,86.89,78.25,64.75,64.75,100.0,84.58,64.75,64.75,83.4,86.49,64.75,64.75,64.75,64.75,83.4,100.0,89.27,100.0,77.14,76.95,100.0,84.58,86.89,89.27,81.66,64.75,73.15,80.79,76.82,64.75,64.75,83.4,84.93,73.15,86.89,64.75,89.27,86.89,85.06,84.74,64.75,64.75,5.642857142857142
Protex Cybersecurity,75.57,67.71,88.34,100.0,81.14,100.0,87.97,67.71,75.82,77.06,77.97,80.62,67.71,70.28,67.71,74.19,74.19,84.44,80.62,67.71,85.76,67.71,74.19,82.72,67.71,70.58,70.58,67.71,74.19,86.62,82.72,74.19,67.71,85.33,67.71,67.71,82.72,82.72,82.72,100.0,75.82,83.48,67.71,80.46,86.59,71.19,77.97,67.71,75.57,67.71,67.71,84.8,77.97,76.29,67.71,86.62,78.72,76.91,67.71,67.71,76.29,100.0,82.72,67.71,78.1,79.03,70.58,70.58,80.56,67.71,74.19,86.62,70.58,79.03,67.71,75.57,82.72,80.79,70.58,76.42,80.62,67.71,76.03,67.71,67.71,84.8,82.72,100.0,75.57,79.03,74.85,70.58,77.06,68.98,74.19,75.82,86.62,67.71,100.0,76.42,80.52,83.83,86.15,67.71,74.19,81.14,74.19,87.34,67.71,67.71,100.0,86.11,67.71,67.71,70.58,77.92,67.71,67.71,67.71,67.71,70.58,100.0,75.82,100.0,70.28,76.06,100.0,86.11,74.19,75.82,75.57,67.71,86.62,82.72,72.96,67.71,67.71,70.58,84.83,86.62,74.19,67.71,75.82,74.19,77.06,74.85,67.71,67.71,1.0
Cynet,83.1,74.82,90.38,100.0,93.31,100.0,93.46,74.82,86.53,87.23,88.22,88.56,74.82,79.75,74.82,84.89,84.89,85.9,88.56,74.82,91.28,74.82,84.89,90.49,74.82,77.3,77.3,74.82,84.89,84.0,90.49,84.89,74.82,89.98,74.82,74.82,90.49,90.49,90.49,100.0,86.53,90.05,74.82,90.1,88.53,80.31,88.22,74.82,83.1,74.82,74.82,90.91,88.22,85.62,74.82,84.0,90.25,90.41,74.82,74.82,85.62,100.0,90.49,74.82,89.52,89.25,77.3,77.3,93.74,74.82,84.89,84.0,77.3,89.25,74.82,83.1,90.49,91.25,77.3,88.96,88.56,74.82,85.17,74.82,74.82,90.91,90.49,100.0,83.1,89.25,86.73,77.3,87.23,78.51,84.89,86.53,84.0,74.82,100.0,88.96,91.52,88.88,88.1,74.82,84.89,93.6,84.89,88.75,74.82,74.82,100.0,92.83,74.82,74.82,77.3,90.98,74.82,74.82,74.82,74.82,77.3,100.0,86.53,100.0,79.75,84.91,100.0,92.83,84.89,86.53,83.1,74.82,84.0,90.49,84.46,74.82,74.82,77.3,92.81,84.0,84.89,74.82,86.53,84.89,87.23,86.73,74.82,74.82,5.9642857142857135
SMUFS Biometric Solutions,76.71,64.34,89.02,100.0,80.17,100.0,86.28,64.34,71.94,70.43,74.01,80.25,64.34,77.36,64.34,66.57,66.57,82.56,80.25,64.34,80.69,64.34,66.57,85.03,64.34,75.37,75.37,64.34,66.57,85.96,85.03,66.57,64.34,88.93,64.34,64.34,85.03,85.03,85.03,100.0,71.94,79.35,64.34,81.9,89.66,69.81,74.01,64.34,76.71,64.34,64.34,81.95,74.01,79.17,64.34,85.96,73.6,71.51,64.34,64.34,79.17,100.0,85.03,64.34,83.43,83.89,75.37,75.37,77.07,64.34,66.57,85.96,75.37,83.89,64.34,76.71,85.03,75.93,75.37,70.95,80.25,64.34,76.25,64.34,64.34,81.95,85.03,100.0,76.71,83.89,67.56,75.37,70.43,73.47,66.57,71.94,85.96,64.34,100.0,70.95,78.19,76.45,87.46,64.34,66.57,77.74,66.57,88.95,64.34,64.34,100.0,82.39,64.34,64.34,75.37,75.46,64.34,64.34,64.34,64.34,75.37,100.0,71.94,100.0,77.36,73.42,100.0,82.39,66.57,71.94,76.71,64.34,85.96,85.03,78.26,64.34,64.34,75.37,81.76,85.96,66.57,64.34,71.94,66.57,70.43,67.56,64.34,64.34,5.82608695652174
